# Original data is from the International Atomic Energy Agency (IAEA) Nuclear Data Services (https://www-nds.iaea.org). The data was processed by speedydelete.
z,n,symbol,radius,mass,abundance,halfLife,halfLifeOperator,decay1,decay1Prob,decay2,decay2Prob,decay3,decay3Prob,magneticDipoleMoment,betaMinusEnergy,neutronEnergy,alphaEnergy,electronCaptureEnergy
34,55,Se,null,88.93666906,,0.43,,B-,100,B-N,7.8,,,,9281.873,3652.2508,-8293.8875,-12462.398
34,56,Se,null,89.940096,,0.195,,B-,100,B-N,,,,,8200.0834,4402.7306,-8825.2118,-14810.223
34,57,Se,null,90.9457,,0.27,,B-,100,B-N,21,,,,10527.1716,5348.8583,-9415,-14080.13
34,58,Se,null,91.94984,,null,,B-,100,,,,,,9509,6312,-9629,-16344
34,59,Se,null,92.956135,,null,,B-,100,,,,,,12030,7302,-10245,
34,60,Se,null,93.96049,,0.00000015,>,B-,100,,,,,,10846,8016,-10758,
34,61,Se,null,94.9673,,0.000000392,>,B-,,B-N,,B-2N,,,13390,9118,,
35,32,Br,null,66.965078,,null,,P,,,,,,,-16978,,-1454,14050.294
35,33,Br,null,67.958356,,0.000000035,,,,,,,,,-13165,-31311,-1684,15398.449
35,34,Br,null,68.95033841,,0.000000024,<,P,100,,,,,,-14119,-28704,-1747.3374,10175.236
35,35,Br,null,69.94479232,,0.0791,,EC+B+,100,,,,,,-10325,-27357,-1825.4591,10504.273
35,36,Br,null,70.93934215,,21.4,,EC+B+,100,,,,,,-10175.2155,-23473,-2340.1101,6644.089
35,37,Br,null,71.93659461,,78.6,,EC+B+,100,,,,,0.6,-5121.1683,-20805.8575,-2592.1389,8806.439
35,38,Br,null,72.93167344,,204,,EC+B+,100,,,,,,-7094.0287,-17776.5225,-2958.521,4581.609
35,39,Br,null,73.92991028,,1524,,EC+B+,100,,,,,1.82,-2956.3173,-16807.7215,-3379.1039,6925.049
35,40,Br,null,74.92581057,,5802,,EC+B+,100,,,,,0.76,-4783.388,-14846.4936,-3638.6787,3062.469
35,41,Br,null,75.92454157,,58320,,EC+B+,100,,,,,0.5477,-1275.3724,-14036.7647,-4484.1859,4962.881
35,42,Br,null,76.92137919,,205344,,EC+B+,100,,,,,0.9731,-3065.3663,-12292.4299,-4706.9771,1364.679
35,43,Br,null,77.92114586,,387,,EC+B+,99.99,B-,0.01,,,0.13,726.1153,-11354.0346,-5017.0201,3573.784
35,44,Br,4.1629,78.91833757,0.5065,stable,,,,,,,,2.1046,-1625.7778,-9961.1022,-5458.7803,-150.601
35,45,Br,null,79.91852978,,1060.8,,B-,91.7,EC+B+,8.3,,,0.5135,2004.4299,-9518.0534,-6022.5572,1870.462
35,46,Br,4.1599,80.9162882,0.4935,stable,,,,,,,,2.2686,-280.8517,-8154.9139,-6485.6324,-1588.032
35,47,Br,null,81.91680175,,127015.2,,B-,100,,,,,1.6256,3093.1185,-7873.7956,-7106.6229,95.218
35,48,Br,null,82.91517529,,8546.4,,B-,100,,,,,,976.9222,-6493.2441,-7802.5561,-3673.178
35,49,Br,null,83.91649642,,1905.6,,B-,100,,,,,1.9,4656.251,-5863.7691,-7993.4091,-1835.363
35,50,Br,null,84.91564576,,174,,B-,100,,,,,,2904.8622,-4207.4512,-8467.0803,-6161.833
35,51,Br,null,85.91880543,,55.1,,B-,100,,,,,,7633.4147,-2223.2386,-7951.7497,-5129.086
35,52,Br,null,86.92067402,,55.68,,B-,100,B-N,2.6,,,,6817.8455,1302.6725,-6647.2698,-7465.552
35,53,Br,null,87.92408329,,16.34,,B-,100,B-N,6.58,,,,8975.3282,1922.2456,-7287.315,-6831.764
35,54,Br,null,88.92670456,,4.357,,B-,100,B-N,13.7,,,,8261.5231,3345.706,-7510.0352,-9281.873
35,55,Br,null,89.93129285,,1.91,,B-,100,B-N,25.3,,,,10958.9533,4464.1704,-7463.0724,-8200.083
35,56,Br,null,90.93439862,,0.543,,B-,100,B-N,19.5,,,,9866.6724,5780.64,-7914.3037,-10527.171
35,57,Br,null,91.9396316,,0.314,,B-,100,B-N,33.1,,,,12536.5161,6669.8432,-8208,-9508.812
35,58,Br,null,92.94322,,0.102,,B-,100,B-N,68,,,,11245.7673,7807.7754,-8785,-12030.235
35,59,Br,null,93.948846,,0.07,,B-,100,B-N,68,,,,13698,8415,-9084,-10847
35,60,Br,null,94.952925,,0.00000015,>=,B-,100,B-N,34,,,,12309,9426,-9775,-13390
35,61,Br,null,95.95898,,0.00000015,>=,B-,100,B-N,27.6,,,,14872,9878,-10255,
35,62,Br,null,96.963499,,null,,B-,100,B-2N,,B-N,,,13423,11010,,
35,63,Br,null,97.969887,,null,,B-,100,B-2N,,B-3N,,,16070,11302,,
35,66,Br,null,null,,null,,B-,100,B-2N,,B-3N,,,,,,
36,31,Kr,null,66.983305,,0.0074,,EC,63,EC+B+,63,2P,37,,,,-1127,
36,32,Kr,null,67.972489,,0.0216,,EC+B+,100,ECP,89,,,,,,-1192,
36,33,Kr,null,68.965496,,0.028,,EC+B+,100,B+P,99,,,,,,-1546,14119.478
36,34,Kr,null,69.955877,,0.04,,EC+B+,100,ECP,1.3,,,,,,-1865,10325.627
36,35,Kr,null,70.9502657,,0.0949,,EC+B+,100,ECP,3.06,,,,-14037,,-2171.8328,10175.215
36,36,Kr,4.1635,71.94209241,,17.1,,EC+B+,100,ECP,0.000001,,,,-15611,-29722,-2176.0492,5121.168
36,37,Kr,null,72.93928919,,27.3,,EC+B+,100,ECP,0.25,,,,-10540.1468,-26293,-2541.9595,7094.029
36,38,Kr,4.187,73.93308402,,690,,EC+B+,100,,,,,,-10415.828,-24391.551,-2826.8603,2956.317
36,39,Kr,4.2097,74.93094574,,276,,EC+B+,100,,,,,-0.531,-7104.9299,-20478.9337,-3602.0327,4783.388
36,40,Kr,4.202,75.92591074,,53280,,EC+B+,100,,,,,,-8534.6172,-19866.3222,-3570.433,1275.372
36,41,Kr,4.2082,76.92467,,4275,,EC+B+,100,,,,,-0.583,-5338.9516,-17761.6808,-4366.9712,3065.367
36,42,Kr,4.2038,77.92036634,0.00355,stable,,,,,,,,1.8,-7242.856,-17419.1015,-4389.9886,-726.115
36,43,Kr,4.2034,78.92008292,,126144,,EC+B+,100,,,,,0.536,-3639.5114,-15578.1804,-4697.7164,1625.777
36,44,Kr,4.197,79.91637794,0.02286,stable,,,,,,,,,-5717.9785,-15161.9948,-5066.4115,-2004.43
36,45,Kr,4.1952,80.9165897,,7226536048182,,EC,100,,,,,-0.907,-2239.4954,-13592.0407,-5521.618,280.852
36,46,Kr,4.1919,81.91348115,0.11593,stable,,,,,,,,0.8,-4403.9824,-13206.4095,-5990.7594,-3093.118
36,47,Kr,4.1871,82.91412652,0.115,stable,,,,,,,,-0.97073,-920.0039,-11874.1487,-6498.0934,-976.922
36,48,Kr,4.1884,83.91149773,0.56987,stable,,,,,,,,,-2680.3708,-11440.0239,-7104.7739,-4656.251
36,49,Kr,4.1846,84.91252726,,338889828,,B-,100,,,,,-1.0055,687,-9792.6842,-7516.2375,-2904.863
36,50,Kr,4.1835,85.91061062,0.17279,stable,,,,,,,,2.2,-518.6734,-9169.6533,-8096.6968,-7633.415
36,51,Kr,4.1984,86.91335476,,4578,,B-,100,,,,,-1.022,3888.2706,-6033.8464,-7793.9036,-6817.846
36,52,Kr,4.2171,87.91444788,,10170,,B-,100,,,,,,2917.709,-3164.812,-6168.4808,-8975.328
36,53,Kr,4.2286,88.91783545,,189,,B-,100,,,,,-0.33,5176.6042,-1998.1081,-6547.0654,-8261.524
36,54,Kr,4.2423,89.91952793,,32.32,,B-,100,,,,,,4406.3133,-1318.1788,-6881.0001,-10958.953
36,55,Kr,4.2543,90.92380631,,8.57,,B-,100,,,,,-0.583,6771.0748,320.281,-6972.7569,-9866.673
36,56,Kr,4.2724,91.92617309,,1.84,,B-,100,B-N,0.0332,,,,6003.121,904.4019,-7310.0413,-12536.517
36,57,Kr,4.2794,92.93114717,,1.286,,B-,100,B-N,1.95,,,-0.413,8483.8977,2565.129,-7568.5199,-11245.767
36,58,Kr,4.3002,93.93414045,,0.212,,B-,100,B-N,1.11,,,,7215.0114,3200.8023,-7972.473,-13697.78
36,59,Kr,4.3067,94.93971092,,0.114,,B-,100,B-N,2.87,,,-0.41,9731.3868,4332.5528,-8003.7065,-12308.92
36,60,Kr,4.3267,95.94301447,,0.08,,B-,100,B-N,3.7,,,,8272.6693,4737.3075,-8783,-14871.682
36,61,Kr,null,96.94908878,,0.063,,B-,100,B-N,6.7,,,,11095.646,5859.5343,-8988,-13423.499
36,62,Kr,null,97.952635,,0.043,,B-,100,B-N,7,B-2N,,,10249,6328,-9742,-16070
36,63,Kr,null,98.958776,,0.013,,B-,100,B-N,11,,,,12721,7898,-10365,
36,64,Kr,null,99.962995,,0.007,,B-,100,B-N,,B-2N,,,11796,8580,,
36,65,Kr,null,100.969318,,0.000000635,>,B-,,B-N,,B-2N,,,13987,9614,,
36,66,Kr,null,null,,null,,B-,100,B-N,,B-2N,,,,,,
37,35,Rb,null,71.958851,,0.000000103,,P,,EC+B+,,,,,,,-1964,15610.582
37,36,Rb,null,72.95060451,,0.000000081,<,P,,EC+B+,,,,,-14061,,-2177.0492,10540.147
37,37,Rb,null,73.94426587,,0.064776,,EC+B+,100,,,,,,-11089,-28037,-2915.3049,10415.828
37,38,Rb,null,74.9385732,,19,,EC+B+,100,,,,,0.579,-10600,-24463,-3141.1912,7104.93
37,39,Rb,4.2273,75.93507303,,36.5,,EC+B+,100,ECA,0.00000038,,,-0.372552,-6231.4432,-21931.7049,-3842.2541,8534.617
37,40,Rb,4.2356,76.9304016,,226.8,,EC+B+,100,,,,,0.65434,-7027.0566,-18654.1724,-3609.6291,5338.951
37,41,Rb,4.2385,77.92814187,,1059.6,,EC+B+,100,,,,,2.548,-3761.4779,-17203.3021,-4072.1818,7242.856
37,42,Rb,4.2284,78.9239901,,1374,,EC+B+,100,,,,,3.3573,-5323.114,-15700.1468,-4120.6745,3639.512
37,43,Rb,4.2271,79.92251644,,33.4,,EC+B+,100,,,,,-0.0833,-1864.009,-14767.1303,-4311.314,5717.979
37,44,Rb,4.2213,80.9189939,,16459.2,,EC+B+,100,,,,,2.0591,-3928.5695,-13216.5543,-4646.8018,2239.495
37,45,Rb,4.216,81.91820902,,75.45,,EC+B+,100,,,,,0.554403,-177.7503,-12730.9966,-5160.5606,4403.982
37,46,Rb,4.2058,82.91511418,,7447680,,EC,100,,,,,1.4246,-2273.0239,-11131.8951,-5427.4879,920.004
37,47,Rb,4.1999,83.91437522,,2835648,,EC+B+,96.1,B-,3.9,,,-1.325,890.6058,-11032.677,-6294.8654,2680.37
37,48,Rb,4.2036,84.91178974,0.7217,stable,,,,,,,,1.35306,-1064.051,-9589.0784,-6615.2058,-687
37,49,Rb,4.2025,85.91116744,,1610668.8,,B-,99.9948,EC,0.0052,,,-1.6974,1776.0972,-9715.0309,-7673.2418,518.673
37,50,Rb,4.1989,86.90918053,0.2783,1.57E+18,,B-,100,,,,,2.75129,282.2749,-8146.0198,-8008.9963,-3888.271
37,51,Rb,4.217,87.91131559,,1066.38,,B-,100,,,,,0.50751,5312.6243,-5800.2461,-7250.826,-2917.709
37,52,Rb,4.2391,88.91227814,,919.2,,B-,100,,,,,2.3831,4496.6278,-1862.088,-5561.8361,-5176.604
37,53,Rb,4.2554,89.91479756,,158,,B-,100,,,,,1.6157,6585.3721,-1227.8644,-6158.2274,-4406.314
37,54,Rb,4.2723,90.91653726,,58.2,,B-,100,,,,,2.1811,5906.901,134.5782,-6278.2791,-6771.075
37,55,Rb,4.2903,91.91972848,,4.48,,B-,100,B-N,0.0107,,,,8094.9212,808.182,-6481.3982,-6003.121
37,56,Rb,4.3048,92.92203933,,5.84,,B-,100,B-N,1.39,,,1.4092,7465.9434,2176.1525,-6770.5447,-8483.898
37,57,Rb,4.3184,93.92639482,,2.702,,B-,100,B-N,10.5,,,1.4981,10282.9297,3451.7343,-6987.401,-7215.011
37,58,Rb,4.3391,94.92926385,,0.3777,,B-,100,B-N,8.7,,,1.333,9226.9772,4884.0956,-7207.9217,-9731.387
37,59,Rb,4.3501,95.9341334,,0.203,,B-,100,B-N,13.3,,,1.4655,11563.897,5691.6154,-7546.4543,-8272.669
37,60,Rb,4.4231,96.93717712,,0.1691,,B-,100,B-N,25.5,B-2N,,1.84,10061.5295,6327.7853,-8053.8253,-11095.646
37,61,Rb,4.4336,97.94163232,,0.115,,B-,100,B-N,14.3,B-2N,0.054,1.784,12053.2361,6140.2035,-9144,-10249.152
37,62,Rb,null,98.94511919,,0.054,,B-,100,B-N,19.8,B-2N,,,11397.3767,7229.9204,-9696,-12721.15
37,63,Rb,null,99.95033153,,0.052,,B-,100,B-N,5.6,B-2N,0.15,,13551.6204,8181.3246,-10481,-11795.884
37,64,Rb,null,100.954302,,0.032,,B-,100,B-N,28,,,,12757.4969,9178.769,-10992,-13987.417
37,65,Rb,null,101.960008,,0.037,,B-,100,B-N,18,,,,14906.9991,10001.2842,-11627,
37,66,Rb,null,102.964401,,0.023,,B-,100,B-N,,B-2N,,,14120,10928,,
37,67,Rb,null,103.970531,,null,,B-,100,B-N,,B-2N,,,16310,11758,,
37,68,Rb,null,null,,null,,B-,100,B-N,,B-2N,,,,,,
37,69,Rb,null,null,,null,,B-,100,B-3N,,B-2N,,,,,,
38,35,Sr,null,72.9657,,0.025,~,EC+B+,100,ECP,,,,,,,-2235,14061.611
38,36,Sr,null,73.95617,,0.027,,EC+B+,100,ECP,,,,,,,-2152,11089.016
38,37,Sr,null,74.94995277,,0.088,,EC+B+,100,ECP,5.2,,,,-14799,,-2716.4067,10600
38,38,Sr,null,75.94176276,,7.89,,EC+B+,100,ECP,0.000034,,,,-15998,-30499,-2731.9792,6231.444
38,39,Sr,4.2569,76.93794545,,9,,EC+B+,100,ECP,0.08,,,-0.348,-11365,-27625,-3676.6012,7027.057
38,40,Sr,4.2561,77.93217998,,160,,EC+B+,100,,,,,,-11001,-24807,-3267.0212,3761.478
38,41,Sr,4.2586,78.92970469,,135,,EC+B+,100,,,,,-0.474,-7676.7291,-21378,-3580.9484,5323.114
38,42,Sr,4.2562,79.92451754,,6378,,EC+B+,100,,,,,,-9163.305,-20579.8504,-3722.6774,1864.009
38,43,Sr,4.2547,80.92321139,,1338,,EC+B+,100,,,,,0.543,-5815.2156,-18451.2898,-3783.5986,3928.57
38,44,Sr,4.2478,81.91839985,,2190240,,EC,100,,,,,2.1,-7945.965,-18368.4618,-4256.695,177.751
38,45,Sr,4.2455,82.91755437,,116676,,EC+B+,100,,,,,-0.8295,-4591.9435,-16804.8362,-4780.2418,2273.023
38,46,Sr,4.2394,83.91341912,0.0056,stable,,,,,,,,2,-6755.1411,-16515.2264,-5181.0413,-890.605
38,47,Sr,4.2304,84.91293204,,5602953.6,,EC,100,,,,,-1.0001,-3261.1584,-15280.1685,-5832.0065,1064.051
38,48,Sr,4.2307,85.90926072,0.0986,stable,,,,,,,,0.8,-5240,-14752.2866,-6356.2206,-1776.097
38,49,Sr,4.2249,86.90887749,0.07,stable,,,,,,,,-1.09316,-1861.6894,-13668.2947,-7314.349,-282.274
38,50,Sr,4.224,87.90561225,0.8258,stable,,,,,,,,2.4,-3622.6,-12974.5598,-7907.1994,-5312.625
38,51,Sr,4.2407,88.90745081,,4368643.2,,B-,100,,,,,-1.148,1502.1757,-9981.3158,-7153.6017,-4496.627
38,52,Sr,4.2611,89.90772787,,912310729.9,,B-,100,,,,,-0.2,545.9674,-6311.0607,-5110.1848,-6585.372
38,53,Sr,4.274,90.91019594,,34740,,B-,100,,,,,-0.885,2699.3714,-5226.3554,-5367.3346,-5906.901
38,54,Sr,4.2924,91.91103822,,9399.6,,B-,100,,,,,,1949.1237,-4587.3678,-5600.9911,-8094.921
38,55,Sr,4.3026,92.91402431,,445.8,,B-,100,,,,,-0.793,4141.3118,-3340.6672,-5974.9649,-7465.944
38,56,Sr,4.3191,93.91535564,,75.3,,B-,100,,,,,,3505.7517,-2689.8836,-6311.3773,-10282.93
38,57,Sr,4.3305,94.91935828,,23.9,,B-,100,,,,,-0.537,6090.6528,-837.1299,-6568.2265,-9226.977
38,58,Sr,4.3522,95.92171905,,1.07,,B-,100,,,,,,5411.738,218.3712,-6573.8352,-11563.897
38,59,Sr,4.3625,96.92637562,,0.429,,B-,100,B-N,0.05,,,-0.498,7534.7807,1677.9938,-6869.5875,-10061.529
38,60,Sr,4.4377,97.92869264,,0.653,,B-,100,B-N,0.23,,,-1,5866.3591,1621.7482,-7499.5245,-12053.237
38,61,Sr,4.4495,98.9328836,,0.269,,B-,100,B-N,0.1,,,-0.261,8125.2037,1698.9028,-8784.5222,-11397.377
38,62,Sr,4.464,99.93578327,,0.2,,B-,100,B-N,1.11,,,,7503.7365,2754.9078,-9160.7388,-13551.621
38,63,Sr,null,100.9406063,,0.118,,B-,100,B-N,2.37,,,,9729.8721,3925.0086,-10326.3317,-12757.497
38,64,Sr,null,101.9440047,,0.069,,B-,100,B-N,5.5,,,,9013.3301,4824.1573,-10464,-14906.999
38,65,Sr,null,102.949243,,0.053,,B-,100,B-2N,,B-N,,,11177,5821,-11305,-14120
38,66,Sr,null,103.953022,,0.053,,B-,100,B-2N,,B-N,,,10320,6626,-11715,-16310
38,67,Sr,null,104.959001,,0.039,,B-,100,B-N,,B-2N,,,12380,7818,-12035,
38,68,Sr,null,105.963177,,0.02,,B-,100,B-N,,B-2N,,,11490,8198,,
38,69,Sr,null,106.969672,,0.000000395,>,B-,,B-N,,B-2N,,,13720,9469,,
38,70,Sr,null,null,,null,,B-,100,B-N,,B-2N,,,,,,
39,37,Y,null,75.958937,,0.0000002,>,P,,EC+B+,,,,,,,-2345,15997.645
39,38,Y,null,76.950146,,0.057,,EC+B+,100,ECP,,P,,,-14839,,-2852,11364.443
39,39,Y,null,77.94399,,0.053,,EC+B+,100,ECP,,,,,-11323,-28644,-2682,11000.949
39,40,Y,null,78.937946,,14.8,,EC+B+,100,ECP,,,,,-11033,-25025,-3009.1491,7676.729
39,41,Y,null,79.93435475,,30.1,,EC+B+,100,ECP,,,,,-6388,-22449,-3093.9896,9163.305
39,42,Y,null,80.92945428,,70.4,,EC+B+,100,,,,,,-8188.5003,-19024,-3307.3346,5815.215
39,43,Y,null,81.92693019,,8.3,,EC+B+,100,,,,,,-4450.0341,-18610.9971,-3553.586,7945.965
39,44,Y,null,82.92248403,,424.8,,EC+B+,100,,,,,2.5,-6294.0125,-16662.9268,-3827.8097,4591.944
39,45,Y,null,83.92067106,,2370,,EC+B+,100,,,,,2.31,-2472.7471,-16054.0978,-4143.8787,6755.141
39,46,Y,null,84.91643304,,9648,,EC+B+,100,,,,,6.2,-4666.9352,-14491.7572,-4810.3435,3261.159
39,47,Y,4.2513,85.9148861,,53064,,EC+B+,100,,,,,-1.06,-1314.0763,-14179.2218,-5520.203,5240
39,48,Y,4.2498,86.9108761,,287280,,EC+B+,100,,,,,-0.19,-3671.2405,-13120.6817,-6372.6635,1861.689
39,49,Y,4.2441,87.90950127,,9212486.4,,EC+B+,100,,,,,-0.42,-670.1549,-13023.2003,-6964.9701,3622.6
39,50,Y,4.243,88.90583816,1,stable,,,,,,,,-0.137298,-2833.2285,-12153.6464,-7968.7774,-1502.176
39,51,Y,4.2573,89.90714175,,230580,,B-,100,,,,,-1.628,2275.635,-9690.2566,-6174.8256,-545.967
39,52,Y,null,90.90729805,,5055264,,B-,100,,,,,0.1639,1544.271,-5650.0918,-4178.4353,-2699.371
39,53,Y,4.2887,91.90894575,,12744,,B-,100,,,,,-0.67,3642.5294,-4992.2205,-4632.4058,-1949.123
39,54,Y,4.3052,92.90957843,,36648,,B-,100,,,,,-0.139,2894.8723,-3839.4496,-4939.6726,-4141.311
39,55,Y,4.3142,93.91159206,,1122,,B-,100,,,,,-0.24,4917.8589,-3300.763,-5410.8157,-3505.752
39,56,Y,4.3284,94.9128197,,618,,B-,100,,,,,-0.16,4452.0031,-2009.9237,-5887.8045,-6090.653
39,57,Y,4.3402,95.91590931,,5.34,,B-,100,,,,,,7108.8741,-741.3637,-5982.4522,-5411.738
39,58,Y,4.358,96.9182867,,3.75,,B-,100,B-N,0.055,,,-0.12,6821.2382,1252.0872,-5920.4705,-7534.781
39,59,Y,4.3711,97.92239484,,0.548,,B-,100,B-N,0.33,,,2.98,8993.0098,2576.6272,-6150.8723,-5866.359
39,60,Y,4.4658,98.92416084,,1.484,,B-,100,B-N,1.77,,,3.18,6972.9398,2566.709,-7178.3391,-8125.203
39,61,Y,4.4705,99.92772768,,0.732,,B-,100,B-N,1.02,,,2.75,9051.4949,2224.1111,-8391.806,-7503.736
39,62,Y,4.4863,100.9301608,,0.45,,B-,100,B-N,1.94,,,3.22,8106.2003,3246.6313,-8960.5579,-9729.873
39,63,Y,4.4911,101.9343285,,0.36,,B-,100,B-N,4.9,,,2.34,10408.7856,3917.0275,-9228.4047,-9013.33
39,64,Y,null,102.9372438,,0.23,,B-,100,B-N,8,,,,9351.96,5053.0753,-9760.7993,-11177.034
39,65,Y,null,103.941943,,0.197,,B-,100,B-N,34,B-2N,,,11638,5658,-10239,-10320
39,66,Y,null,104.945711,,0.107,,B-,100,B-N,82,,,,10888,7076,-10427,-12380
39,67,Y,null,105.950842,,0.079,,B-,100,B-N,,B-2N,,,12959,7597,-10963,-11490
39,68,Y,null,106.954943,,0.0335,,B-,100,B-N,,B-2N,,,12050,8708,-11235,-13720
39,69,Y,null,107.960515,,0.03,,B-,100,B-N,,B-2N,,,14170,9169,-11755,
39,70,Y,null,108.965131,,0.025,,B-,100,,,,,,13250,10398,,
39,71,Y,null,null,,null,,B-,100,B-2N,,B-N,,,,,,
39,72,Y,null,null,,null,,B-,100,B-N,,B-2N,,,,,,
40,37,Zr,null,76.966076,,null,,EC+B+,,ECP,,2P,,,,,-2075,14839
40,38,Zr,null,77.956146,,0.00000017,>,EC+B+,,,,,,,,,-2447,11323
40,39,Zr,null,78.94979,,0.056,,EC+B+,100,ECP,,,,,-15120,,-2577,11032.935
40,40,Zr,null,79.941213,,4.6,,EC+B+,100,ECP,,,,,-16339,-31181,-2937,6388.162
40,41,Zr,null,80.938245,,5.5,,EC+B+,100,ECP,0.12,,,,-11164,-27175,-2145.8909,8188.501
40,42,Zr,null,81.9317075,,32,,EC+B+,100,,,,,,-11804,-25325,-2865.0297,4450.034
40,43,Zr,null,82.92924093,,42,,EC+B+,100,ECP,,,,,-8298.7493,-22173,-2856.9112,6294.013
40,44,Zr,null,83.92332566,,1548,,EC+B+,100,,,,,,-10227.8497,-21880.0999,-3535.1406,2472.747
40,45,Zr,null,84.9214432,,471.6,,EC+B+,100,,,,,,-6895.512,-20052.6717,-4071.9778,4666.935
40,46,Zr,null,85.91629681,,59400,,EC+B+,100,,,,,,-8834.9627,-19760.6574,-4383.877,1314.077
40,47,Zr,4.2789,86.91481734,,6048,,EC+B+,100,,,,,-0.894,-5472.6536,-18284.4039,-4974.4469,3671.24
40,48,Zr,4.2787,87.91022072,,7205760,,EC,100,,,,,2.6,-7457.3187,-17825.699,-5404.2094,670.155
40,49,Zr,4.2706,88.90887975,,282276,,EC+B+,100,,,,,-1.045,-4252.2191,-16777.7367,-6199.5999,2833.228
40,50,Zr,4.2694,89.90469876,0.5145,stable,,,,,,,,2.5,-6111.0165,-16218.1107,-6674.3634,-2275.635
40,51,Zr,4.2845,90.90564021,0.1122,stable,,,,,,,,-1.3022,-1257.5644,-13305.3793,-5440.4314,-1544.271
40,52,Zr,4.3057,91.90503534,0.1715,stable,,,,,,,,-2,-2005.7335,-9892.3143,-2962.3109,-3642.53
40,53,Zr,null,92.90647066,,50806650819093,,B-,100,,,,,,90.8123,-8740.0554,-3337.9171,-2894.873
40,54,Zr,4.332,93.90631252,0.1738,stable,,,,,,,,-3.2,-900.2684,-8127.8096,-3743.3025,-4917.859
40,55,Zr,null,94.90804028,,5532364.8,,B-,100,,,,,1.13,1126.3312,-7362.1953,-4432.9066,-4452.003
40,56,Zr,4.3512,95.90827762,0.028,6.31E+26,,,,,,,,0.06,163.9704,-6723.9065,-4996.4051,-7108.874
40,57,Zr,4.3792,96.9109638,,60296.4,,B-,100,,,,,-0.936,2666.1038,-5405.1806,-5275.7652,-6821.238
40,58,Zr,4.4012,97.91274045,,30.7,,B-,100,,,,,,2242.8547,-3750.2788,-4860.9525,-8993.009
40,59,Zr,4.4156,98.91667508,,2.1,,B-,100,,,,,-0.929,4718.6736,-2163.3761,-4924.3017,-6972.94
40,60,Zr,4.4891,99.9180105,,7.1,,B-,100,,,,,0.6,3418.5098,-2108.7102,-5879.4039,-9051.495
40,61,Zr,4.5119,100.9214585,,2.3,,B-,100,,,,,-0.272,5730.5011,-1441.0591,-7005.2287,-8106.2
40,62,Zr,4.5292,101.9231542,,2.9,,B-,100,,,,,0.44,4716.838,-761.2571,-7583.9543,-10408.786
40,63,Zr,null,102.9272041,,1.3,,B-,100,,,,,,7219.674,417.9533,-7715.3826,-9351.959
40,64,Zr,null,103.9294492,,1.2,,B-,100,,,,,,6093.3367,1239.6896,-8325.0712,-11637.66
40,65,Zr,null,104.9340218,,0.66,,B-,100,B-N,2,,,,8457.2728,2281.4048,-8558.2752,-10888.274
40,66,Zr,null,105.93693,,0.18,,B-,100,B-N,7,,,,7453,3095,-9015,-12959
40,67,Zr,null,106.942007,,0.146,,B-,100,B-N,23,,,,9704,4111,-9165,-12050
40,68,Zr,null,107.945303,,0.0774,,B-,100,B-N,,,,,8595,4703,-9615,-14170
40,69,Zr,null,108.950907,,0.056,,B-,100,,,,,,10960,5744,-9964,-13250
40,70,Zr,null,109.954675,,0.0375,,B-,100,B-2N,,B-N,,,10090,6399,-10344,
40,71,Zr,null,110.960837,,0.024,,B-,100,B-2N,,B-N,,,12480,7758,-10655,
40,72,Zr,null,111.965196,,0.03,,B-,100,B-2N,,B-N,,,11650,8469,,
40,73,Zr,null,112.971723,,null,,B-,100,B-N,,B-2N,,,13870,9659,,
40,74,Zr,null,null,,null,,B-,100,B-N,,B-2N,,,,,,
41,40,Nb,null,80.95023,,0.0000002,<,EC+B+,,,,,,,-14900,,-2347,11164.418
41,41,Nb,null,81.94438,,0.05,,EC+B+,100,ECP,,,,,-11440,-28421,-2062,11804.063
41,42,Nb,null,82.93815,,3.9,,EC+B+,100,,,,,,-11273,-25314,-2234.8911,8298.749
41,43,Nb,null,83.93430571,,9.8,,EC+B+,100,ECP,,,,,-7024,-22925,-2470.5959,10227.85
41,44,Nb,null,84.92884584,,20.5,,EC+B+,100,,,,,,-8769.9238,-20181,-2991.6814,6895.512
41,45,Nb,null,85.92578154,,88,,EC+B+,100,,,,,,-5023.1337,-19695.6185,-3494.8792,8834.962
41,46,Nb,null,86.92069247,,222,,EC+B+,100,,,,,7,-6989.6757,-17834.8839,-4093.7368,5472.654
41,47,Nb,null,87.91822648,,870,,EC+B+,100,,,,,,-3485.0021,-17358.056,-4702.0317,7457.319
41,48,Nb,null,88.9134447,,7308,,EC+B+,100,,,,,6.216,-5610.8105,-16010.5197,-5208.5392,4252.219
41,49,Nb,4.2891,89.9112592,,52560,,EC+B+,100,,,,,4.946,-2489.0165,-15717.9047,-5803.3469,6111.016
41,50,Nb,4.2878,90.90699026,,21458709663,,EC+B+,100,,,,,6.513,-4429.1934,-14536.8314,-6044.5564,1257.564
41,51,Nb,4.3026,91.90718858,,1.09503E+15,,EC+B+,100,,,,,5.13,355.2968,-12315.7743,-4579.1774,2005.734
41,52,Nb,4.324,92.90637317,1,stable,,,,,,,,6.163,-405.7609,-8475.5709,-1926.5536,-90.812
41,53,Nb,null,93.907279,,640605597284,,B-,100,,,,,,2045.0163,-7633.3021,-2297.0667,900.269
